Job order ID,Company ID,# submissions,# recruiters submitting in job lifetime,# client interviews conducted,# placements,Current Job Status,Age of job since updated,Current Company Status,# company contacts,Finder's fee,Retainer Amount,Flat Fee,Company Churn?,Order Churn?,Age of job (Created to Status Change),Age of Job (Since Created)
14994121,21677491,5,3,5,0,2. Temporary-Paused,655,3. Temporary-Paused,2,0.1,0,0,1,1,383,1051
14994274,21687463,14,8,5,0,4. Closed,766,CONTRACT EXPIRED,3,0.15,0,0,1,1,272,1051
14994022,21677479,18,8,3,0,2. Temporary-Paused (REPLACEMENT),37,No Status,1,0.175,0,0,0,1,1001,1051
15259872,21657934,3,2,0,0,4. Closed,781,No Status,1,0.175,1300,0,0,1,176,970
14994085,21675916,3,2,1,0,2. Temporary-Paused,697,No Status,3,0.15,1750,0,0,1,341,1051
14991151,21677491,2,2,1,0,2. Temporary-Paused,732,3. Temporary-Paused,2,0.1,0,0,1,1,306,1051
14994082,21675916,7,5,4,0,2. Temporary-Paused,697,No Status,3,0.15,1750,0,0,1,341,1051
15023437,21687982,4,1,0,0,2. Temporary-Paused,732,No Status,2,0.15,0,0,0,1,296,1041
15039496,21767596,14,4,2,0,2. Temporary-Paused,815,No Status,2,0,0,2900,0,1,210,1038
14721202,21531676,3,1,1,0,2. Temporary-Paused,732,No Status,1037,0,0,0,0,1,411,1156
15114832,21746266,17,2,10,0,2. Temporary-Paused (REPLACEMENT),815,3. Temporary-Paused,0,0.145,0,0,1,1,190,1018
15292101,21976920,5,4,1,0,3. Filled,331,3. Temporary-Paused,3,0.125,1000,0,1,0,613,957
15076492,21780250,7,5,3,0,4. Closed,653,Active- No Current Job Orders,1,0.155,0,0,0,1,361,1027
15063781,21779506,16,8,10,0,2. Temporary-Paused (REPLACEMENT),515,3. Temporary-Paused,1,0.155,1300,0,1,1,504,1032
14938231,21657934,5,3,3,0,3. Filled,586,No Status,1,0.175,1300,0,0,0,473,1072
15333084,21959238,10,1,5,0,4. Closed,781,No Status,1,0.155,1300,0,0,1,148,942
15329961,21605563,26,8,9,0,4. Closed,186,Active- No Current Job Orders,6,0.18,0,0,0,1,744,943
15287874,21971175,7,2,6,0,3. Filled,781,No Status,1,0.14,1300,0,0,0,166,960
15064513,21779506,8,2,6,0,2. Temporary-Paused,641,3. Temporary-Paused,1,0.155,1300,0,1,1,378,1032
15355251,21780250,2,1,1,0,4. Closed,115,Active- No Current Job Orders,1,0.155,0,0,0,1,806,934
15265683,21965385,17,10,6,0,2. Temporary-Paused,541,4. Business Terminated,1,0.125,1300,0,1,1,414,968
15265686,21965385,11,8,5,0,2. Temporary-Paused,200,4. Business Terminated,1,0.125,1300,0,1,1,755,968
16228315,22183190,17,7,6,2,3. Filled (REPLACEMENT),39,2. Active,2,0.175,1250,0,0,0,525,535
16172090,22661206,6,5,5,1,4. Closed,462,4. Business Terminated,1,0.15,2500,0,1,1,135,610
14994127,21676684,52,9,18,1,4. Closed,27,2. Active,2,0.15,1150,0,0,1,1041,1051
16228327,22700735,9,3,1,0,2. Temporary-Paused,167,3. Temporary-Paused,1,0.14,1000,0,1,1,355,535
15775898,22310306,20,8,9,2,3. Filled (REPLACEMENT),489,Active- No Current Job Orders,1,0.14,1300,0,0,0,291,793
16182649,22665975,17,6,5,1,4. Closed,121,4. Business Terminated,2,0.175,1500,0,1,1,458,592
16241003,21605563,7,5,0,0,4. Closed,489,Active- No Current Job Orders,6,0.18,0,0,0,1,19,521
16229071,21746683,3,1,3,1,Offer Extended (REPLACEMENT),200,No Status,1,0.175,1150,0,0,0,321,534
16245937,22183190,3,3,1,0,2. Temporary-Paused,200,2. Active,2,0.175,1250,0,0,1,301,514
16219422,22066950,5,2,2,0,3. Filled,179,2. Active,2,0.175,1300,0,0,0,355,547
16188056,22564073,8,2,6,0,4. Closed,429,2. Active,2,0,0,0,0,1,142,584
16194702,22662569,6,6,2,0,2. Temporary-Paused,34,2. Active,1,0.14,2000,0,0,1,530,577
16245938,22183190,6,4,4,1,3. Filled (REPLACEMENT),132,2. Active,2,0.175,1250,0,0,0,369,514
16200700,22670476,6,4,4,0,2. Temporary-Paused,47,2. Active,1,0.15,1000,0,0,1,511,571
16197810,22669975,3,2,3,0,4. Closed,471,Active- No Current Job Orders,1,0.155,2000,0,0,1,92,576
16170433,21926763,3,2,1,1,3. Filled,494,CONTRACT EXPIRED,1,0.14,550,0,1,0,104,611
16153724,22647275,12,3,4,2,2. Temporary-Paused (REPLACEMENT),136,2. Active,1,0.15,1000,0,0,1,478,627
16177116,22662895,22,2,14,5,3. Filled,284,CONTRACT EXPIRED,1,0.15,0,0,1,0,305,602
15478772,21808294,18,9,10,1,3. Filled,292,Active- No Current Job Orders,1,0.175,0,0,0,0,594,899
15594488,22227209,60,15,23,2,4. Closed,157,CONTRACT EXPIRED,2,0.175,1300,0,1,1,688,858
16185471,22430702,4,1,0,0,3. Filled,431,No Status,1,0.155,2000,0,0,0,145,589
15618935,21926814,7,3,3,0,2. Temporary-Paused,69,Active- No Current Job Orders,1,0.155,1300,0,0,1,768,850
15936254,22183190,139,10,62,7,4. Closed,11,2. Active,2,0.175,1250,0,0,1,712,722
15742832,21746767,18,6,8,0,4. Closed (REPLACEMENT),174,Active- No Current Job Orders,2,0.125,250,0,0,1,620,807
16173062,21828224,7,3,1,0,2. Temporary-Paused,167,2. Active,8,0.15,1300,0,0,1,427,607
16137608,22614719,20,4,15,1,3. Filled,398,CONTRACT EXPIRED,1,0.175,1500,0,1,0,224,635
16191069,22669251,1,1,1,0,2. Temporary-Paused,437,4. Business Terminated,1,0.14,1500,0,1,1,129,579
16191074,22669251,1,1,1,0,2. Temporary-Paused,167,4. Business Terminated,1,0.14,1500,0,1,1,399,579
16191075,22669251,1,1,1,0,2. Temporary-Paused,543,4. Business Terminated,1,0.14,1500,0,1,1,23,579
16146656,22607930,4,2,2,0,2. Temporary-Paused,528,Active- No Current Job Orders,2,0.15,2000,0,0,1,90,631
16048850,21926418,2,2,2,1,2. Temporary-Paused,629,2. Active,2,0,0,0,0,1,31,673
16077359,21800341,3,1,2,1,3. Filled,285,Active- No Current Job Orders,3,0.155,1300,0,0,0,363,661
14994088,21677494,16,6,9,0,4. Closed,44,Active- No Current Job Orders,2,0.13,500,0,0,1,994,1051
16090592,22565732,7,5,1,1,4. Closed,179,2. Active,1,0.155,2000,0,0,1,463,655
16057880,22104318,2,1,0,0,4. Closed,505,Active- No Current Job Orders,6,0.15,0,0,0,1,150,668
16100759,22565732,10,5,4,1,3. Filled,381,2. Active,1,0.155,2000,0,0,0,256,650
16036424,21779506,2,2,1,1,4. Closed,598,3. Temporary-Paused,1,0.155,1300,0,1,1,66,677
16096568,22575875,7,3,4,1,3. Filled,272,Active- No Current Job Orders,1,0.155,2000,0,0,0,368,653
16103702,22584908,6,5,4,1,3. Filled,285,Active- No Current Job Orders,1,0.14,2000,0,0,0,351,649
16077812,22555130,7,3,5,1,3. Filled,472,4. Business Terminated,1,0.155,2000,0,1,0,176,661
16056134,22390242,5,2,4,0,2. Temporary-Paused,251,2. Active,1,0.2,0,0,0,1,405,669
16087751,22564115,53,8,22,0,4. Closed,40,2. Active,1,0.155,2000,0,0,1,603,656
16063178,22546082,5,3,0,0,4. Closed,297,No Status,0,0.175,0,0,0,1,357,667
16077830,22555130,11,2,8,0,4. Closed,200,4. Business Terminated,1,0.155,2000,0,1,1,660,661
16137650,22614719,4,3,2,1,3. Filled,431,CONTRACT EXPIRED,1,0.175,1500,0,1,0,191,635
16036466,21779506,3,3,1,0,4. Closed,462,3. Temporary-Paused,1,0.155,1300,0,1,1,202,677
16095014,22572806,58,7,21,0,4. Closed,19,Active- No Current Job Orders,3,0.175,1000,0,0,1,643,653
16166412,22104318,1,1,1,0,4. Closed,529,Active- No Current Job Orders,6,0.15,0,0,0,1,76,618
16126823,22607930,9,5,3,0,2. Temporary-Paused,69,Active- No Current Job Orders,2,0.15,2000,0,0,1,558,640
15830927,22339727,33,9,15,1,4. Closed,254,CONTRACT EXPIRED,1,0.14,1300,0,1,1,505,772
16140173,22305167,17,4,15,0,2. Temporary-Paused,101,2. Active,2,0.175,2500,0,0,1,520,634
16141529,21675721,8,2,2,0,4. Closed,200,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,1,632,633
16184628,22662895,18,4,5,0,4. Closed,250,CONTRACT EXPIRED,1,0.15,0,0,1,1,327,590
16212383,22677326,6,3,4,1,3. Filled,106,2. Active,1,0.15,1500,0,0,0,437,556
16215704,22687670,13,4,6,1,3. Filled,226,Active- No Current Job Orders,1,0.16,2000,0,0,0,312,551
16221748,22579022,1,1,0,0,2. Temporary-Paused,523,2. Active,1,0.155,2000,0,0,1,7,543
16221291,22689351,6,4,1,1,3. Filled,431,4. Business Terminated,1,0,1500,7000,1,0,99,543
16222797,22183190,3,3,0,0,2. Temporary-Paused,482,2. Active,2,0.175,1250,0,0,1,47,542
16222788,22183190,3,3,2,1,3. Filled,402,2. Active,2,0.175,1250,0,0,0,127,542
16226640,22183190,1,1,1,1,3. Filled,506,2. Active,2,0.175,1250,0,0,0,17,536
16226264,21746767,3,1,3,1,4. Closed,494,Active- No Current Job Orders,2,0.125,250,0,0,1,30,537
16228305,22183190,2,2,1,1,2. Temporary-Paused,469,2. Active,2,0.175,1250,0,0,1,53,535
15906338,22336010,4,3,3,0,4. Closed,297,4. Business Terminated,1,0.14,1300,0,1,1,429,739
16126817,22607930,7,4,2,1,2. Temporary-Paused,285,Active- No Current Job Orders,2,0.15,2000,0,0,1,342,640
15786962,21786244,7,2,3,0,4. Closed,600,No Status,2,0.175,1300,0,0,1,175,788
14938234,21612139,35,8,12,1,Offer Extended,200,2. Active,2,0.15,0,0,0,0,859,1072
16121402,22598495,17,8,1,0,2. Temporary-Paused,200,4. Business Terminated,1,0.155,2000,0,1,1,429,642
14994190,21677560,11,5,5,1,4. Closed,16,2. Active,2,0.1425,0,0,0,1,1022,1051
16103345,22564115,19,6,7,0,4. Closed,60,2. Active,1,0.155,2000,0,0,1,639,649
16094777,22570739,4,2,2,1,3. Filled,579,2. Active,1,0.175,2500,0,0,0,61,653
16132646,22570739,2,2,1,0,2. Temporary-Paused,594,2. Active,1,0.175,2500,0,0,1,31,638
15927172,22305167,19,5,14,0,3. Filled,462,2. Active,2,0.175,2500,0,0,0,251,726
16130534,22601909,3,1,2,0,2. Temporary-Paused,556,Active- No Current Job Orders,2,0.165,2500,0,0,1,70,639
16094990,22572806,25,3,16,3,3. Filled,44,Active- No Current Job Orders,3,0.175,1000,0,0,0,596,653
16123355,22601909,3,1,2,1,2. Temporary-Paused,556,Active- No Current Job Orders,2,0.165,2500,0,0,1,72,641
14949844,21677494,60,13,26,0,4. Closed,54,Active- No Current Job Orders,2,0.13,500,0,0,1,1000,1067
15634226,21926763,9,5,5,0,4. Closed,588,CONTRACT EXPIRED,1,0.14,550,0,1,1,243,844
16143788,22104318,5,4,1,0,4. Closed,200,Active- No Current Job Orders,6,0.15,0,0,0,1,622,632
16137641,22614719,5,3,3,1,3. Filled,400,CONTRACT EXPIRED,1,0.175,1500,0,1,0,222,635
15767480,22305167,11,5,6,0,2. Temporary-Paused,356,2. Active,2,0.175,2500,0,0,1,426,795
16136993,22614464,10,6,3,0,4. Closed,206,2. Active,1,0.17,1500,0,0,1,416,635
16146626,22607930,13,4,7,0,2. Temporary-Paused,200,Active- No Current Job Orders,2,0.15,2000,0,0,1,418,631
16191064,22669251,5,2,2,0,2. Temporary-Paused,207,4. Business Terminated,1,0.14,1500,0,1,1,359,579
16134899,22565732,16,10,3,0,3. Filled,2,2. Active,1,0.155,2000,0,0,0,620,635
16191062,22669251,5,2,2,0,2. Temporary-Paused,207,4. Business Terminated,1,0.14,1500,0,1,1,359,579
16077836,22555130,12,5,4,1,2. Temporary-Paused (REPLACEMENT),167,4. Business Terminated,1,0.155,2000,0,1,1,481,661
16210980,22676606,15,6,2,0,3. Filled,527,2. Active,1,0.165,2000,0,0,0,18,558
15019564,21758947,26,9,16,1,4. Closed,80,FROZEN- UNRESPONSIVE,2,0.125,2500,0,1,1,950,1043
15229410,21675721,19,6,13,1,3. Filled (REPLACEMENT),355,FROZEN- UNRESPONSIVE,2,0.14,1000,0,1,0,876,1244
16452028,22374203,8,6,6,1,4. Closed,73,2. Active,1,0.125,900,0,0,1,135,221
16377048,22836532,36,8,11,3,1. Active,2,Active- No Current Job Orders,1,0.15,1000,0,0,0,330,331
16465277,22731930,24,12,12,0,4. Closed,9,2. Active,8,0.14,1000,0,0,1,187,197
16519312,22731930,3,3,0,0,4. Closed,58,2. Active,8,0.14,1000,0,0,1,114,124
16522153,22777249,13,5,3,0,2. Temporary-Paused,51,2. Active,2,0.15,1000,0,0,1,117,120
16511717,22891525,3,2,1,0,2. Temporary-Paused,24,3. Temporary-Paused,1,0.1,500,0,1,1,105,142
16518390,22938560,16,4,2,1,3. Filled,73,2. Active,1,0.175,1000,0,0,0,42,128
16435570,22572806,2,2,0,0,4. Closed,22,Active- No Current Job Orders,3,0.175,1000,0,0,1,244,254
16465275,22731930,8,6,3,0,4. Closed,5,2. Active,8,0.14,1000,0,0,1,187,197
16515788,22714719,6,4,1,0,2. Temporary-Paused,23,2. Active,1,0,0,8000,0,1,124,134
16393046,22836532,21,6,4,1,1. Active,2,Active- No Current Job Orders,1,0.15,1000,0,0,0,314,317
16474526,22911427,19,9,10,0,4. Closed,65,4. Business Terminated,4,0.15,1000,0,1,1,99,177
16501021,21677494,4,4,1,0,4. Closed,20,Active- No Current Job Orders,2,0.13,500,0,0,1,144,152
16441415,22817762,8,6,1,1,2. Temporary-Paused,51,Active- No Current Job Orders,3,0.15,1000,0,0,1,178,242
16441411,22817762,6,3,2,0,2. Temporary-Paused,128,Active- No Current Job Orders,3,0.15,1000,0,0,1,101,242
16309776,22183190,18,7,3,0,4. Closed,54,2. Active,2,0.175,1250,0,0,1,362,429
16474018,22262576,20,6,9,1,3. Filled,40,2. Active,2,0.125,3000,0,0,0,125,178
16478433,22914721,4,4,0,0,2. Temporary-Paused,125,Active- No Current Job Orders,1,0.17,500,0,0,1,31,169
16250056,22183190,11,4,6,0,4. Closed,132,2. Active,2,0.175,1250,0,0,1,363,508
16482917,22647275,14,4,7,1,Offer Extended,65,2. Active,1,0.15,1000,0,0,0,79,157
16467795,21926418,9,6,2,0,4. Closed,65,2. Active,2,0,0,0,0,1,113,191
15228417,21676684,22,7,6,0,1. Active,11,2. Active,2,0.15,1150,0,0,0,1136,1137
16402309,21677560,4,4,2,0,3. Filled,16,2. Active,2,0.1425,0,0,0,0,276,305
16473976,22772964,3,3,0,0,4. Closed,103,4. Business Terminated,4,0.15,1000,0,1,1,168,178
16437263,22575875,27,8,15,1,3. Filled,33,Active- No Current Job Orders,1,0.155,2000,0,0,0,204,250
16441425,22817762,17,6,5,0,2. Temporary-Paused,51,Active- No Current Job Orders,3,0.15,1000,0,0,1,178,242
16434414,22880874,12,5,8,2,1. Active,0,2. Active,1,0.15,1000,0,0,0,254,256
16380211,22821650,28,8,11,0,2. Temporary-Paused,174,2. Active,2,0.125,2500,0,0,1,138,325
16443745,22888838,7,2,4,1,3. Filled,75,Active- No Current Job Orders,1,0.155,1500,0,0,0,151,239
16452811,21612139,27,8,4,0,1. Active (BENCH),6,2. Active,2,0.15,0,0,0,0,217,220
16420748,21605563,21,7,5,0,4. Closed,151,Active- No Current Job Orders,6,0.18,0,0,0,1,267,277
16451476,22892203,2,1,1,0,2. Temporary-Paused,69,Active- No Current Job Orders,1,0.1,1500,0,0,1,140,222
16441431,22817762,20,4,4,0,2. Temporary-Paused,51,Active- No Current Job Orders,3,0.15,1000,0,0,1,178,242
16426973,22183190,10,5,2,0,4. Closed,55,2. Active,2,0.175,1250,0,0,1,196,264
16260691,22714719,28,4,6,0,2. Temporary-Paused,87,2. Active,1,0,0,8000,0,1,393,493
16457656,22896521,22,7,4,1,3. Filled,125,Active- No Current Job Orders,3,0.2,0,0,0,0,74,212
16456390,22782939,11,1,3,0,4. Closed,122,2. Active,1,0,0,0,0,1,79,214
16459089,22896822,8,3,3,0,Candidates in Review- Pause Subs,128,Active- No Current Job Orders,1,0.2,0,0,0,0,67,208
16441427,22817762,14,3,3,0,2. Temporary-Paused,44,Active- No Current Job Orders,3,0.15,1000,0,0,1,185,242
16452247,22822577,7,1,2,1,3. Filled,151,Active- No Current Job Orders,1,0.16,1000,0,0,0,57,221
16472573,22879641,17,6,8,1,4. Closed,20,4. Business Terminated,1,0.18,1000,0,1,1,170,180
16450677,22564115,14,3,12,0,1. Active,5,2. Active,1,0.155,2000,0,0,0,222,225
16470106,21808294,23,7,9,1,3. Filled,66,Active- No Current Job Orders,1,0.175,0,0,0,0,107,186
16434789,22718868,8,3,2,0,4. Closed,149,2. Active,1,0.14,0,0,0,1,94,256
16252655,21926559,6,1,1,0,4. Closed,18,2. Active,1,0,0,0,0,1,474,505
16474772,21926559,1,1,1,1,3. Filled,110,2. Active,1,0,0,0,0,0,54,177
16465771,22905928,11,7,6,1,3. Filled,38,Active- No Current Job Orders,1,0.17,500,0,0,0,143,194
16340972,22777249,13,7,3,1,4. Closed,48,2. Active,2,0.15,1000,0,0,1,379,382
16460548,22899951,5,2,3,1,3. Filled,58,Active- No Current Job Orders,1,0.13,500,0,0,0,135,206
16474545,22911427,4,2,2,1,3. Filled,5,4. Business Terminated,4,0.15,1000,0,1,0,159,177
16427318,22565732,3,3,1,0,2. Temporary-Paused,73,2. Active,1,0.155,2000,0,0,1,178,264
16465278,22731930,8,6,4,0,4. Closed,5,2. Active,8,0.14,1000,0,0,1,179,197
16475247,22305167,5,2,3,1,2. Temporary-Paused,125,2. Active,2,0.175,2500,0,0,1,38,176
16456888,22374203,17,4,8,0,1. Active,2,2. Active,1,0.125,900,0,0,0,211,213
16470577,22777249,7,3,3,1,Offer Extended,89,2. Active,2,0.15,1000,0,0,0,83,185
16465285,22731930,4,2,1,0,4. Closed,26,2. Active,8,0.14,1000,0,0,1,158,197
16506628,22565732,8,4,4,1,3. Filled,59,2. Active,1,0.155,2000,0,0,0,79,151
16450509,22888838,8,2,8,1,Candidates in Review- Pause Subs,17,Active- No Current Job Orders,1,0.155,1500,0,0,0,213,225
16473167,22896521,21,5,10,1,3. Filled,27,Active- No Current Job Orders,3,0.2,0,0,0,0,139,179
15076570,21780250,10,5,5,0,2. Temporary-Paused,111,Active- No Current Job Orders,1,0.155,0,0,0,1,903,1027
16515769,22677326,7,3,1,0,4. Closed,103,2. Active,1,0.15,1500,0,0,1,18,134
16426974,22183190,7,4,1,0,4. Closed,55,2. Active,2,0.175,1250,0,0,1,196,264
16516760,22565732,2,2,1,0,2. Temporary-Paused,11,2. Active,1,0.155,2000,0,0,1,107,131
16520352,22104969,18,1,4,0,4. Closed,6,2. Active,1,0.155,1300,0,0,1,118,123
16516965,22376012,3,2,0,0,4. Closed,10,Active- No Current Job Orders,1,0.185,0,0,0,1,107,130
16441412,22817762,14,6,4,0,3. Filled,69,Active- No Current Job Orders,3,0.15,1000,0,0,0,160,242
16463672,22104318,3,2,0,0,4. Closed,166,Active- No Current Job Orders,6,0.15,0,0,0,1,189,199
16427351,22879641,15,5,6,0,4. Closed,116,4. Business Terminated,1,0.18,1000,0,1,1,254,264
16466111,22104318,3,1,0,0,4. Closed,147,Active- No Current Job Orders,6,0.15,0,0,0,1,34,194
16465327,22896257,3,2,0,0,4. Closed,164,4. Business Terminated,1,0.13,1000,0,1,1,20,197
15507944,22104318,5,4,1,0,4. Closed,178,Active- No Current Job Orders,6,0.15,0,0,0,1,696,887
16435779,21828224,9,1,0,0,4. Closed,167,2. Active,8,0.15,1300,0,0,1,74,254
16468344,22474463,4,2,2,0,2. Temporary-Paused,142,2. Active,0,0,0,0,0,1,35,190
16465283,22731930,10,5,3,1,3. Filled,103,2. Active,8,0.14,1000,0,0,0,81,197
16449454,22891525,14,6,7,0,4. Closed,94,3. Temporary-Paused,1,0.1,500,0,1,1,120,227
16463686,22104318,1,1,0,0,4. Closed,163,Active- No Current Job Orders,6,0.15,0,0,0,1,23,199
16435559,22572806,13,8,2,0,4. Closed,59,Active- No Current Job Orders,3,0.175,1000,0,0,1,182,254
16463688,22104318,3,3,0,0,4. Closed,95,Active- No Current Job Orders,6,0.15,0,0,0,1,91,199
16460478,22899935,8,6,5,0,4. Closed,128,4. Business Terminated,1,0.15,500,0,1,1,202,206
16467806,22731930,12,3,6,1,3. Filled,58,2. Active,8,0.14,1000,0,0,0,120,191
16433777,22880665,8,1,3,4,3. Filled,46,Active- No Current Job Orders,1,0.15,1000,0,0,0,198,257
16465336,22896257,5,4,0,0,4. Closed,104,4. Business Terminated,1,0.13,1000,0,1,1,80,197
16465067,22904288,4,3,2,0,2. Temporary-Paused,152,2. Active,1,0.2,0,0,0,1,32,197
16477830,22731930,2,2,2,0,4. Closed,102,2. Active,8,0.14,1000,0,0,1,55,170
16509373,21828224,9,4,1,0,2. Temporary-Paused,51,2. Active,8,0.15,1300,0,0,1,81,145
16512284,22712358,8,2,3,1,3. Filled,73,2. Active,1,0.13,775,0,0,0,55,141
16514545,22777249,1,1,1,0,2. Temporary-Paused,117,2. Active,2,0.15,1000,0,0,1,7,137
16510639,22925554,14,7,2,0,2. Temporary-Paused,69,No Status,1,0.15,1000,0,0,1,61,143
16515479,22911427,4,3,0,0,2. Temporary-Paused (REPLACEMENT),96,4. Business Terminated,4,0.15,1000,0,1,1,26,135
16264950,22714719,22,11,2,0,1. Active,6,2. Active,1,0,0,8000,0,0,486,487
16514462,22934453,4,3,2,0,4. Closed,103,Active- No Current Job Orders,1,0.13,500,0,0,1,21,137
15822518,21927135,17,6,14,1,4. Closed (REPLACEMENT),292,2. Active,1,0.15,0,0,0,1,469,774
15291948,21808294,20,9,10,0,3. Filled,58,Active- No Current Job Orders,1,0.175,0,0,0,0,886,957
15923872,22387302,5,3,0,0,3. Filled,32,No Status,1,0.155,2000,0,0,0,684,729
15922642,22183190,7,2,3,0,4. Closed,523,2. Active,2,0.175,1250,0,0,1,194,730
15423306,21753295,4,3,1,0,2. Temporary-Paused (REPLACEMENT),609,4. Business Terminated,3,0.175,1500,0,1,1,286,908
15928562,22390214,7,4,4,3,3. Filled,228,Active- No Current Job Orders,1,0,0,0,0,0,484,725
16019528,21746464,7,2,2,0,4. Closed,117,Active- No Current Job Orders,1,0.2,3000,0,0,1,553,683
16037249,22504541,4,1,1,0,2. Temporary-Paused,648,Active- No Current Job Orders,0,0,0,0,0,1,15,676
15918998,21828224,13,7,3,0,2. Temporary-Paused,200,2. Active,8,0.15,1300,0,0,1,520,733
15906437,22336010,7,4,4,1,3. Filled,462,4. Business Terminated,1,0.14,1300,0,1,0,264,739
15798413,22329362,4,3,2,0,4. Closed,621,Active- No Current Job Orders,1,0.14,0,0,0,1,151,785
16058978,21753295,9,5,8,1,4. Closed,31,4. Business Terminated,3,0.175,1500,0,1,1,624,668
16058969,21753295,13,4,8,1,3. Filled,323,4. Business Terminated,3,0.175,1500,0,1,0,332,668
15228420,21676684,22,7,11,3,3. Filled,324,2. Active,2,0.15,1150,0,0,0,800,1137
15536765,22188665,48,9,26,3,2. Temporary-Paused,200,No Status,1,0.145,1300,0,0,1,664,877
15229428,21926556,11,2,4,0,3. Filled,365,2. Active,1,0.13,0,0,0,0,807,1185
15832532,22340003,3,2,3,1,3. Filled,599,4. Business Terminated,1,0.155,0,0,1,0,159,771
15829925,22307882,10,3,3,0,4. Closed,492,Active- No Current Job Orders,1,0.14,1300,0,0,1,267,772
15830042,21926763,15,2,8,1,4. Closed,297,CONTRACT EXPIRED,1,0.14,550,0,1,1,462,772
15827474,22337213,18,7,5,1,3. Filled,291,CONTRACT EXPIRED,1,0.14,1300,0,1,0,469,773
15843221,22346156,13,4,2,0,2. Temporary-Paused,307,Active- No Current Job Orders,1,0.14,1300,0,0,1,447,767
15671882,22100457,2,2,0,0,4. Closed,593,No Status,1,0.12,0,0,0,1,223,829
15862022,21828224,8,3,2,1,1. Active (REPLACEMENT),6,2. Active,8,0.15,1300,0,0,0,757,759
15798392,22329443,7,1,4,1,3. Filled,291,4. Business Terminated,1,0,0,0,1,0,481,785
15852863,21746779,5,1,0,0,3. Filled,684,5. Won!,1,0.1325,0,0,0,0,67,764
15827177,22337120,8,3,3,0,2. Temporary-Paused,561,4. Business Terminated,1,0.175,0,0,1,1,199,773
15647327,21746908,8,2,2,0,4. Closed,626,2. Active,1,0.175,1000,0,0,1,199,838
15697019,22277576,10,6,3,0,2. Temporary-Paused,365,Active- No Current Job Orders,1,0.14,550,0,0,1,442,820
15899078,22182788,6,3,3,1,3. Filled,411,CONTRACT EXPIRED,1,0.14,1200,0,1,0,319,743
14994202,21612139,34,7,7,0,3. Filled,39,2. Active,2,0.15,0,0,0,0,999,1051
15517970,22182788,5,3,5,1,3. Filled,690,CONTRACT EXPIRED,1,0.14,1200,0,1,0,181,884
15518000,22182788,9,4,7,1,3. Filled,640,CONTRACT EXPIRED,1,0.14,1200,0,1,0,231,884
15522926,22183190,17,4,7,0,4. Closed,695,2. Active,2,0.175,1250,0,0,1,175,883
14994055,21677479,9,6,0,0,2. Temporary-Paused,462,No Status,1,0.175,0,0,0,1,576,1051
14949559,21656803,12,1,9,0,4. Closed,782,No Status,0,0,0,0,0,1,272,1067
15617069,21675955,7,4,2,0,2. Temporary-Paused,200,Active- No Current Job Orders,7,0.15,0,0,0,1,637,850
15008083,21675955,15,7,11,0,3. Filled,556,Active- No Current Job Orders,7,0.15,0,0,0,0,478,1047
15522407,22183190,11,6,4,0,4. Closed,364,2. Active,2,0.175,1250,0,0,1,506,883
15536792,22188665,33,10,12,0,2. Temporary-Paused,264,No Status,1,0.145,1300,0,0,1,600,877
14938381,21604945,8,4,4,0,3. Filled (REPLACEMENT),781,No Status,0,0,0,0,0,0,278,1072
15634295,21926763,6,3,3,0,2. Temporary-Paused,593,CONTRACT EXPIRED,1,0.14,550,0,1,1,238,844
15636461,21605410,3,3,1,0,2. Temporary-Paused,200,No Status,1,0.15,0,0,0,1,630,843
15620321,21711334,3,2,0,0,2. Temporary-Paused,365,No Status,2,0.155,0,0,0,1,471,849
15179077,21677494,3,2,3,0,4. Closed,297,Active- No Current Job Orders,2,0.13,500,0,0,1,686,996
15906758,22251239,6,3,3,0,3. Filled,48,No Status,1,0.12,0,0,0,0,678,739
15618923,21926814,8,3,1,0,4. Closed,639,Active- No Current Job Orders,1,0.155,1300,0,0,1,198,850
15618926,21926814,14,7,7,0,2. Temporary-Paused,69,Active- No Current Job Orders,1,0.155,1300,0,0,1,768,850
15578102,22183190,7,4,1,0,2. Temporary-Paused,157,2. Active,2,0.175,1250,0,0,1,859,864
14994556,21746347,8,2,1,0,4. Closed,297,CONTRACT EXPIRED,0,0.18,0,0,1,1,741,1051
15762791,21687784,2,1,1,0,4. Closed,648,3. Temporary-Paused,0,0,0,0,1,1,138,799
15518945,21746965,4,3,3,0,2. Temporary-Paused,365,Active- No Current Job Orders,2,0,0,2900,0,1,506,884
15798578,22329467,10,4,7,0,2. Temporary-Paused,632,Active- No Current Job Orders,1,0,0,0,0,1,140,785
15668093,22104318,8,5,3,0,4. Closed,564,Active- No Current Job Orders,6,0.15,0,0,0,1,253,830
14994961,21747103,15,7,8,0,4. Closed,31,2. Active,1,0.13,0,0,0,1,1007,1051
15705920,21926763,5,2,3,0,3. Filled,698,CONTRACT EXPIRED,1,0.14,550,0,1,0,105,816
15914297,21926556,1,1,0,0,2. Temporary-Paused,599,2. Active,1,0.13,0,0,0,1,124,736
15921444,21927216,10,2,6,0,4. Closed,110,2. Active,1,0,1200,0,0,1,608,731
15909890,22104318,4,2,2,0,4. Closed,600,Active- No Current Job Orders,6,0.15,0,0,0,1,125,738
